Keyword,Position,Previous position,Search Volume,Keyword Difficulty,CPC,URL,Traffic,Traffic (%),Traffic Cost,Competition,Number of Results,Trends,Timestamp,SERP Features by Keyword,Keyword Intents,Position Type
zapatos para pie diabetico,2,2,1300,25,0.04,https://www.amazon.com.mx/diab%C3%A9ticos-ajustable-fascitis-neuropat%C3%ADa-hinchados/dp/B0CHNZ3CLC,15,0,0.00,1,384000,"[81,81,62,81,62,81,81,55,62,55,62,100]",2025-10-07,"Local pack, Image pack, Sitelinks, Video, Image, People also ask, Related searches",commercial,Image pack
cajas para zapatos,6,6,2400,33,0.19,https://www.amazon.com.mx/almacenamiento-pl%C3%A1stico-transparente-apilables-apertura/dp/B08FRR2YSN,15,0,2.00,1,26600000,"[81,67,67,81,81,100,67,53,44,53,53,53]",2025-10-02,"Image pack, Sitelinks, Video, Image, People also ask, Related searches",commercial,Image pack
cajas para zapatos,6,6,2400,33,0.19,https://www.amazon.com.mx/EHAMILY-plegables-organizador-apilables-almacenamiento/dp/B0CP5CV36W,15,0,2.00,1,26600000,"[81,67,67,81,81,100,67,53,44,53,53,53]",2025-10-02,"Image pack, Sitelinks, Video, Image, People also ask, Related searches",commercial,Image pack
tenis van gogh,2,2,170,21,0.29,https://www.amazon.com.mx/tenis-van-gogh/s?k=tenis+van+gogh,15,0,4.00,0.94,1630000,"[66,100,81,66,53,66,34,44,44,81,28,28]",2025-09-10,"Image pack, Video, Image, People also ask",informational,Organic
tenis lica predator,3,3,170,31,0.05,https://www.amazon.com.mx/LICA-Tenis-de-Seguridad-Mod-450-28/dp/B0BH7VTPFD,15,0,0.00,1,9040,"[0,0,0,0,0,0,0,0,0,0,0,100]",2025-08-29,"Knowledge panel, Image pack, Sitelinks, Video, Image, Related searches",informational,Organic
aguja para coser zapatos,1,1,1000,30,0.03,https://www.amazon.com.mx/Oumefar-Puntada-Herramientas-reparaci%C3%B3n-Reparaci%C3%B3n/dp/B08N64NN6D,15,0,0.00,1,1480000,"[77,100,100,100,77,100,77,77,68,55,68,100]",2025-10-12,"Image pack, Sitelinks, Video, Image, Video Carousel, People also ask, Related searches, AI overview",informational,Image pack
aguja para coser zapatos,1,1,1000,30,0.03,https://www.amazon.com.mx/Zapatos-Herramientas-Herramienta-Reparaci%C3%B3n-Artesanales/dp/B0C4VYVHR5,15,0,0.00,1,1480000,"[77,100,100,100,77,100,77,77,68,55,68,100]",2025-10-12,"Image pack, Sitelinks, Video, Image, Video Carousel, People also ask, Related searches, AI overview",informational,Image pack
zapatos de deku,3,3,170,29,0.00,https://www.amazon.com.mx/Verycos-Deku-Izuku-Midoriya-Zapatos/dp/B09G2KPMNT,15,0,0.00,0.15,57,"[54,100,81,54,65,81,65,65,54,65,42,42]",2025-08-22,Related searches,informational,Organic
tenis disi,6,6,390,20,0.00,https://www.amazon.com.mx/DC-Shoes-Hombre-ADYS300474-Measurement_22_Point_0_Centimeters/dp/B09FTP7KRB,15,0,0.00,0.5,46,"[81,66,66,81,81,54,66,54,66,100,66,54]",2025-09-05,"Image pack, Video, Image, Related searches",informational,Organic
zapatos nunn bush,3,3,170,16,0.05,https://www.amazon.com.mx/Ropa-Zapatos-y-Accesorios-Nunn-Bush/s?rh=n%3A13848838011%2Cp_4%3ANunn%2BBush,15,0,0.00,1,57,"[54,65,54,81,65,81,65,100,81,100,65,42]",2025-09-08,"Image pack, Sitelinks, Image, People also ask, Related searches",informational,Organic
tenis inteligentes,2,2,170,24,0.06,https://www.amazon.com.mx/CONFORT-STEP-Inteligentes-Tecnolog%C3%ADa-Hexatec/dp/B0CHXKTNP2,15,0,0.00,0.8,9090000,"[81,100,100,67,52,67,81,81,100,52,81,43]",2025-08-29,"Image pack, Video, Image, Related searches",informational,Organic
zapatillas mezclilla,2,2,170,22,0.27,https://www.amazon.com.mx/zapatos-de-mezclilla/s?k=zapatos+de+mezclilla,15,0,4.00,0.99,100,"[100,100,81,65,81,54,54,54,42,42,35,35]",2025-09-07,"Image pack, Video, Image, Related searches",informational,Organic
tenis blancos piel,5,5,390,19,0.06,https://www.amazon.com.mx/tenis-blancos-piel-hombre/s?k=tenis+blancos+piel+hombre,15,0,0.00,1,98,"[66,44,54,66,100,100,66,54,66,66,66,54]",2025-09-09,"Image pack, Video, Image, Popular products, Related searches","commercial, informational",Organic
tenis zumba de mujer,2,2,170,29,0.11,https://www.amazon.com.mx/zumba-ejercicio-tenis/s?k=zumba+ejercicio+tenis,15,0,1.00,1,56,"[100,100,82,54,44,36,28,18,28,28,18,23]",2025-09-05,"Image pack, Video, Image, People also ask, Related searches",informational,Organic
tenis romaleos,2,2,170,31,0.10,https://www.amazon.com.mx/nike-romaleos/s?k=nike+romaleos,15,0,1.00,1,52,"[23,3,13,5,3,3,5,100,44,13,100,3]",2025-08-31,"Image pack, Video, Image, People also ask, Related searches",informational,Organic
cajas de acrilico para zapatos,1,1,720,27,0.09,https://www.amazon.com.mx/MMBABY-transparentes-almacenamiento-transparente-deportivas/dp/B0D44M8LHY,15,0,1.00,1,796000,"[72,59,59,72,88,100,72,59,48,72,72,72]",2025-10-14,"Image pack, Sitelinks, Video, Image, Ads bottom, Video Carousel, Popular products, Related searches, Ads middle",informational,Image pack
cajas de acrilico para zapatos,1,1,720,27,0.09,https://www.amazon.com.mx/transparente-apilables-plegables-almacenamiento-transparencia/dp/B09BYTMGGZ,15,0,1.00,1,796000,"[72,59,59,72,88,100,72,59,48,72,72,72]",2025-10-14,"Image pack, Sitelinks, Video, Image, Ads bottom, Video Carousel, Popular products, Related searches, Ads middle",informational,Image pack
tenis basketball kyrie,2,2,170,26,0.00,https://www.amazon.com.mx/tenis-kyrie-irving/s?k=tenis+kyrie+irving,15,0,0.00,0.45,1630000,"[100,81,100,81,42,35,42,81,54,42,42,42]",2025-08-16,"Image pack, Video, Image, People also ask, Related searches",informational,Organic
tenis bmw motorsport,6,6,390,25,0.10,https://www.amazon.com.mx/tenis-puma-bmw-hombre/s?k=tenis+puma+bmw+hombre,15,0,1.00,0.95,37,"[82,67,67,67,67,67,54,54,100,54,24,19]",2025-09-02,"Image pack, Sitelinks, Video, Image, Related searches",informational,Organic
tenis paul smith,5,5,390,29,0.07,https://www.amazon.com.mx/paul-smith-tenis/s?k=paul+smith+tenis,15,0,1.00,1,52,"[44,44,66,66,81,54,44,100,66,81,66,44]",2025-09-04,"Image pack, Sitelinks, Video, Image, People also ask, Popular products, Related searches",informational,Organic
zapatillas de gamuza,2,2,170,29,0.00,https://www.amazon.com.mx/Zapatillas-para-Mujer-Gamuza-Zapatos/s?rh=n%3A34674071011%2Cp_n_feature_seventeen_browse-bin%3A30298678011,15,0,0.00,0.58,5490000,"[28,34,44,53,66,34,53,66,100,81,44,53]",2025-08-16,"Image pack, Video, Image, Related searches",informational,Organic
tenis plateados,3,3,1900,20,0.11,https://www.amazon.com.mx/AISFAES-purpurina-lentejuelas-cordones-brillantes/dp/B0CLK22DPX,15,0,1.00,1,2300000,"[54,67,67,79,100,100,79,79,79,79,100,100]",2025-10-08,"Image pack, Sitelinks, Video, Image, Video Carousel, Popular products, Related searches",informational,Image pack
secador de tenis,1,1,720,28,0.03,https://www.amazon.com.mx/El%C3%A9ctrico-Temporizador-Desodorante-Pr%C3%A1ctico-Portatil/dp/B0CSX1LJH7,15,0,0.00,1,4290000,"[20,13,16,30,55,55,55,55,77,68,100,55]",2025-09-12,"Image pack, Sitelinks, Video, Image, Related searches",informational,Image pack
secador de tenis,1,1,720,28,0.03,https://www.amazon.com.mx/GLOGLOW-El%C3%A9ctrico-Eliminador-Desodorante-Cronometrado/dp/B094G24QBP,15,0,0.00,1,4290000,"[20,13,16,30,55,55,55,55,77,68,100,55]",2025-09-12,"Image pack, Sitelinks, Video, Image, Related searches",informational,Image pack
tenis de basquetbol bob esponja,2,2,170,28,0.00,https://www.amazon.com.mx/tenis-bob-esponja-nike/s?k=tenis+bob+esponja+nike,15,0,0.00,0.29,59,"[100,82,100,100,65,82,100,100,100,82,82,100]",2025-09-04,"Image pack, Video, Image, Related searches",informational,Organic
zapatos santini,3,3,170,28,0.04,https://www.amazon.com.mx/Zapatos-para-Hombre-Santini-Moda-Masculina/s?rh=n%3A14093017011%2Cp_89%3ASantini,15,0,0.00,0.63,59,"[67,67,81,100,81,100,52,67,81,81,81,67]",2025-08-29,,informational,Organic
tenis westies mujer,3,3,1000,23,0.09,https://www.amazon.com.mx/Nine-West-Ajustado-Perfecto-Talle/dp/B09J29B3B1,15,0,1.00,1,331000,"[68,68,68,100,84,53,46,31,31,38,21,46]",2025-10-04,"Image pack, Sitelinks, Image, People also ask, Related searches",informational,People also ask
gel para tenis el oso,3,3,170,26,0.03,https://www.amazon.com.mx/El-Oso-Limpador-Tenis-Gel/dp/B08P43FR5M,15,0,0.00,0.83,96,"[100,54,36,36,23,44,36,28,28,23,67,44]",2025-09-06,"Image pack, Video, Image, Related searches","commercial, informational",Organic
tenis blancos de mujer,3,3,1900,26,0.04,https://www.amazon.com.mx/RELAAX-Casual-Blanco-Zapatillas-Deportivos/dp/B0BR86YK14,15,0,0.00,1,27700000,"[83,66,66,100,100,55,55,55,55,66,55,55]",2025-10-07,"Image pack, Sitelinks, Video, Image, Popular products, Related searches",informational,Image pack
tenis yezzy,5,5,1000,23,0.16,https://www.amazon.com.mx/yeezy-350/s?k=yeezy+350,15,0,2.00,0.97,6790000,"[30,24,45,55,62,62,62,81,100,100,100,100]",2025-10-07,"Image pack, Sitelinks, Video, Image, People also ask, Related searches",informational,People also ask
zapatillas destalonadas mujer,2,2,170,32,0.13,https://www.amazon.com.mx/Casuales-para-Mujer-Destalonado-Zapatos/s?rh=n%3A14093254011%2Cp_n_style_browse-bin%3A14144766011,15,0,1.00,1,85,"[53,34,34,81,44,53,34,53,100,44,66,44]",2025-09-03,"Image pack, Video, Image, People also ask, Related searches",informational,Organic
tenis de kobe bryant,1,1,720,31,0.11,https://www.amazon.com.mx/Nike-Protro-All-Star-FV9676-100/dp/B0DZBY7M1J,15,0,1.00,0.17,1600000,"[67,100,82,100,100,67,82,82,82,67,67,67]",2025-10-16,"Image pack, Sitelinks, Video, Image, People also ask, Popular products, Related searches",informational,Image pack
donde comprar aguja para coser zapatos a mano,2,2,170,32,0.00,https://www.amazon.com.mx/aguja-de-zapatero/s?k=aguja+de+zapatero,15,0,0.00,0.79,43,"[81,100,54,54,65,65,65,54,65,54,81,42]",2025-08-24,"Local pack, Image pack, Video, Image, Related searches",transactional,Organic
cajas de zapatos de plastico,6,6,390,26,0.17,https://www.amazon.com.mx/almacenamiento-organizador-transparente-contenedores-plegables/dp/B097PVKRYM,15,0,2.00,1,923000,"[100,81,81,67,100,100,67,67,67,54,81,44]",2025-09-01,"Image pack, Video, Image, Related searches",informational,Organic
zapatos blancos mujer tacon,3,3,170,25,0.04,https://www.amazon.com.mx/tacones-blancos/s?k=tacones+blancos,15,0,0.00,1,14200000,"[54,67,67,100,67,36,28,28,28,36,36,28]",2025-08-29,"Image pack, Image, Related searches",informational,Organic
zapatos sandy bebe,6,6,390,25,0.07,https://www.amazon.com.mx/Ropa-Zapatos-y-Accesorios-calzado-sandy/s?rh=n%3A13848838011%2Cp_4%3Acalzado%2Bsandy,15,0,1.00,1,46,"[1,1,1,2,53,31,11,100,14,7,9,7]",2025-09-11,"Image pack, Sitelinks, Video, Image, Related searches",informational,Organic
amazon tenis adidas,2,2,590,34,0.10,https://www.amazon.com.mx/tenis-adidas-hombre/s?k=tenis+adidas+hombre,15,0,1.00,1,78,"[82,67,100,82,82,100,67,54,100,82,54,67]",2025-09-09,"Image pack, Video, Related searches","informational, transactional",Organic
tenis boda,2,2,170,19,0.13,https://www.amazon.com.mx/tenis-novia/s?k=tenis+novia,15,0,1.00,1,24200000,"[100,100,100,100,100,100,100,100,100,82,82,100]",2025-09-09,"Image pack, Video, Image, Popular products, Related searches",informational,Organic
tenis spinning,6,6,390,30,0.09,https://www.amazon.com.mx/tenis-indoor-cycling/s?k=tenis+indoor+cycling,15,0,1.00,1,7930000,"[81,100,100,81,81,100,81,67,81,54,100,67]",2025-09-08,"Image pack, Video, Image, People also ask, Related searches",informational,Organic
tenis blancos deportivos,3,3,1300,25,0.05,https://www.amazon.com.mx/CHARLY-Deportivos-Escolares-Blanco-Cordones/dp/B0CT4CFB19,15,0,0.00,1,12900000,"[100,44,36,36,36,36,28,28,24,28,28,44]",2025-10-13,"Image pack, Sitelinks, Video, Image, Related searches",informational,Image pack
baul para zapatos,2,2,170,26,0.08,https://www.amazon.com.mx/baul-zapatero/s?k=baul+zapatero,15,0,1.00,1,95,"[81,81,65,65,54,42,54,65,100,65,65,42]",2025-09-12,"Image pack, Sitelinks, Video, Image, Shopping ads, Popular products, Related searches","commercial, informational",Organic
tenis heelys con ruedas,2,2,170,30,0.05,https://www.amazon.com.mx/Ropa-Zapatos-y-Accesorios-Heelys/s?rh=n%3A13848838011%2Cp_4%3AHeelys,15,0,0.00,0.97,41,"[67,52,100,81,81,100,100,52,33,81,67,33]",2025-09-08,"Image pack, Video, Image, People also ask, Related searches",informational,Organic
tenis pippen uptempo,6,6,390,31,0.10,https://www.amazon.com.mx/tenis-pippen/s?k=tenis+pippen,15,0,1.00,0.53,61,"[100,100,100,81,100,81,67,67,81,81,44,44]",2025-08-30,"Image pack, Video, Image, People also ask, Related searches",informational,Organic
tenis cuña mujer,2,2,170,23,0.16,https://www.amazon.com.mx/tenis-con-tac%C3%B3n-de-cu%C3%B1a/s?k=tenis+con+tac%C3%B3n+de+cu%C3%B1a,15,0,2.00,1,1300000,"[65,42,54,35,100,65,81,65,81,81,81,54]",2025-09-01,"Image pack, Video, Image, Related searches",informational,Organic
tenis waterproof,7,7,390,19,0.09,https://www.amazon.com.mx/tenis-impermeables-hombre/s?k=tenis+impermeables+hombre&page=2,15,0,1.00,1,81,"[44,44,54,81,100,66,100,81,54,66,66,54]",2025-09-04,"Image pack, Video, Image, Related searches","commercial, informational",Organic
tenis industriales con casquillo,1,1,720,15,0.12,https://www.amazon.com.mx/MOFEELE-Seguridad-Industrial-Casquillo-Transpirable/dp/B0CQ8YWXF9,15,0,1.00,1,238000,"[100,82,82,100,67,82,82,82,55,82,55,55]",2025-10-08,"Image pack, Sitelinks, Video, Image, Video Carousel, People also ask, Related searches",informational,Image pack
tenis industriales con casquillo,1,1,720,15,0.12,https://www.amazon.com.mx/IGOLUMON-Seguridad-Industrial-Industriales-Perforaci%C3%B3n/dp/B0CZ11CHV3,15,0,1.00,1,238000,"[100,82,82,100,67,82,82,82,55,82,55,55]",2025-10-08,"Image pack, Sitelinks, Video, Image, Video Carousel, People also ask, Related searches",informational,Image pack
alexander tenis,6,6,390,24,0.05,https://www.amazon.com.mx/tenis-alexander-mcqueen/s?k=tenis+alexander+mcqueen,15,0,0.00,0.76,21800000,"[67,81,100,81,81,81,81,81,100,100,81,67]",2025-09-03,"Image pack, Video, Image, Related searches",informational,Organic
zapatos para nieve hombre,3,3,170,20,0.10,https://www.amazon.com.mx/Botas-para-Hombre-de-Nieve-Zapatos/s?rh=n%3A14093125011%2Cp_n_style_browse-bin%3A14144815011,15,0,1.00,1,85,"[8,7,5,12,15,12,19,36,54,66,100,19]",2025-09-05,"Image pack, Video, Image, Related searches","commercial, informational",Organic
zapatos frozen,2,2,170,26,0.08,https://www.amazon.com.mx/zapatillas-elsa-frozen-ni%C3%B1a/s?k=zapatillas+elsa+frozen+ni%C3%B1a,15,0,1.00,0.99,79,"[42,54,42,42,65,54,54,65,65,81,100,42]",2025-09-06,"Image pack, Sitelinks, Video, Image, Related searches",informational,Organic
amazon tenis hombre,2,2,590,34,0.12,https://www.amazon.com.mx/b?ie=UTF8&node=21411155011,15,0,1.00,1,20800000,"[55,55,67,82,82,67,67,67,100,100,55,44]",2025-09-05,"Image pack, Video, Image, Related searches","informational, transactional",Organic
tenis curry blancos,2,2,170,20,0.09,https://www.amazon.com.mx/Under-Armour-Basketball-3023300-Yellow/dp/B09NH6M3ZR,15,0,1.00,0.75,77,"[100,81,81,81,81,100,100,81,81,81,67,67]",2025-09-11,"Image pack, Video, Image, People also ask, Related searches",informational,Organic
zapatos italianos mujer,2,2,170,29,0.13,https://www.amazon.com.mx/harper-zapatos-italiano/s?k=harper+zapatos+italiano,15,0,1.00,1,91,"[67,81,100,100,81,81,67,67,67,81,81,81]",2025-09-06,"Image pack, Video, Image, Related searches",informational,Organic
tenis nike verdes fosforescentes,5,5,390,29,0.00,https://www.amazon.com.mx/Tenis-Nike-Calzado-para-Correr-Mujer/s?k=Tenis+Nike&rh=n%3A14094383011%2Cp_n_size_six_browse-vebin%3A14145074011,15,0,0.00,0.35,53,"[81,100,100,100,81,100,81,81,100,81,100,67]",2025-09-08,"Image pack, Video, Image, Popular products, Related searches",informational,Organic
base para tenis,2,2,170,31,0.00,https://www.amazon.com.mx/tenis-trainer/s?k=tenis+trainer,15,0,0.00,1,93,"[54,65,54,65,81,65,65,65,65,100,65,65]",2025-09-05,"Image pack, Video, Image, People also ask, Related searches",informational,Organic
tenis dkny negros,2,2,170,17,0.04,https://www.amazon.com.mx/tenis-dkny-mujer-originales/s?k=tenis+dkny+mujer+originales,15,0,0.00,0.95,55,"[81,81,81,81,81,100,81,54,65,81,42,35]",2025-08-30,"Image pack, Video, Image, Related searches",informational,Organic
zapatos amarillos hombre,2,2,170,28,0.04,https://www.amazon.com.mx/Zapatos-para-Hombre-Amarillo-Moda-Masculina/s?rh=n%3A14093017011%2Cp_n_size_six_browse-vebin%3A14145057011,15,0,0.00,0.99,78,"[53,28,44,44,44,44,53,53,81,100,53,44]",2025-09-03,"Image pack, Video, Image, Related searches",informational,Organic
kate spade tenis,3,3,170,21,0.11,https://www.amazon.com.mx/tenis-kate-spade-mujer/s?k=tenis+kate+spade+mujer,15,0,1.00,0.77,50,"[67,81,67,81,81,81,81,67,100,81,100,67]",2025-09-07,"Image pack, Video, Image, People also ask, Related searches",informational,Organic
zapatos para karate,2,2,170,29,0.03,https://www.amazon.com.mx/zapatos-artes-marciales/s?k=zapatos+artes+marciales,15,0,0.00,1,58,"[5,14,81,5,5,43,52,24,5,5,100,81]",2025-09-06,"Image pack, Video, Image, People also ask, Related searches",informational,Organic
tenis umbro futbol,3,3,170,20,0.06,https://www.amazon.com.mx/Calzado-de-Futbol-para-Hombre-UMBRO/s?rh=n%3A14093583011%2Cp_89%3AUMBRO,15,0,0.00,0.97,86,"[100,81,81,81,100,54,54,65,42,54,65,81]",2025-09-07,"Image pack, Sitelinks, Video, Related searches","commercial, informational",Organic
zapatos medievales,2,2,170,22,0.02,https://www.amazon.com.mx/zapatos-medievales-mujer/s?k=zapatos+medievales+mujer,15,0,0.00,0.14,90,"[81,67,67,67,81,81,81,81,81,100,67,100]",2025-09-06,"Image pack, Video, Image, People also ask, Related searches",informational,Organic
zapatos mizuno,3,3,170,23,0.07,https://www.amazon.com.mx/mizuno-morelia/s?k=mizuno+morelia,15,0,1.00,0.82,84,"[81,100,65,81,81,65,65,65,54,35,54,54]",2025-09-03,"Image pack, Video, Image, People also ask, Related searches","commercial, informational",Organic
tenis de minecraft,3,3,1300,22,0.04,https://www.amazon.com.mx/Minecraft-Zapatos-iluminados-Correa-Gancho/dp/B09XLS5DT8,15,0,0.00,0.99,11700000,"[45,34,34,45,66,45,25,34,100,55,45,45]",2025-10-11,"Image pack, Sitelinks, Video, Image, Related searches",informational,Image pack
balon de tenis,6,6,390,23,0.00,https://www.amazon.com.mx/Presurizadas-Resistente-Entrenamiento-Interior-Juguetes/dp/B0CXT1GD1S,15,0,0.00,0.03,26400000,"[54,44,54,54,15,54,100,67,67,29,36,44]",2025-09-05,"Image pack, Video, Image, Related searches",informational,Organic
tenis dolce,5,5,1000,25,0.03,https://www.amazon.com.mx/Dolce-Gabbana-Eau-Toilette-Spray/dp/B07RYWR3LW,15,0,0.00,0.88,7840000,"[77,77,77,100,100,77,77,68,68,68,68,68]",2025-10-04,"Image pack, Sitelinks, Video, Image, Video Carousel, People also ask, Popular products, Related searches",informational,People also ask
zapatillas de tacon,4,4,1900,20,0.05,https://www.amazon.com.mx/zapatillas-mujeres-tacones-sandalias-puntiagudas/dp/B09THDRD2V,15,0,0.00,1,5590000,"[67,67,79,100,100,79,79,79,67,79,79,79]",2025-10-06,"Image pack, Sitelinks, Video, Image, Popular products, Related searches",informational,Image pack
tenis de cuña,2,2,170,26,0.06,https://www.amazon.com.mx/tenis-con-tac%C3%B3n-de-cu%C3%B1a/s?k=tenis+con+tac%C3%B3n+de+cu%C3%B1a,15,0,0.00,1,2160000,"[81,66,44,44,44,66,44,34,100,66,66,22]",2025-09-11,"Image pack, Sitelinks, Video, Image, People also ask, Related searches",informational,Organic
zapatos de payaso para niño,2,2,170,29,0.00,https://www.amazon.com.mx/zapatos-de-payaso/s?k=zapatos+de+payaso,15,0,0.00,0.99,63,"[10,13,15,13,44,19,13,19,13,24,100,24]",2025-08-24,"Image pack, Video, Image, Related searches",informational,Organic
tenis de mimi para niña,2,2,170,21,0.18,https://www.amazon.com.mx/zapatos-minnie-mouse-ni%C3%B1a/s?k=zapatos+minnie+mouse+ni%C3%B1a,15,0,2.00,1,73,"[43,67,100,100,81,67,100,67,67,52,81,67]",2025-09-10,"Image pack, Video, Image, Related searches",informational,Organic
tenis economicos para mujer,6,6,390,21,0.07,https://www.amazon.com.mx/tenis-baratos-mujer/s?k=tenis+baratos+mujer,15,0,1.00,1,68,"[67,81,81,100,81,100,67,67,81,81,67,44]",2025-09-04,"Image pack, Video, Image, Related searches",informational,Organic
tenis en oferta,33,33,22200,38,0.06,https://www.amazon.com.mx/b?ie=UTF8&node=9790740011,15,0,0.00,1,67700000,"[67,55,55,100,100,82,55,55,45,67,67,67]",2025-10-04,"Sitelinks, Video, Image, Related searches","commercial, informational",Organic
bolso para raquetas de tenis,3,3,170,24,0.09,https://www.amazon.com.mx/b?ie=UTF8&node=9790680011,15,0,1.00,1,88,"[67,81,100,67,100,100,81,67,67,81,81,81]",2025-09-01,"Image pack, Video, Image, Shopping ads, Related searches",informational,Organic
